Model_Type,Hidden_Layers,Activation,Solver,Alpha,Learning_Rate_Init,Learning_Rate,Bagging_Estimators,Bagging_Samples,Train_Score,Valid_Score
Base_MLP,"(50,)",relu,sgd,0.0001,0.001,constant,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.6,0.6759082217973231,0.6641221374045801
Base_MLP,"(50,)",relu,sgd,0.0001,0.001,constant,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.8,0.6711281070745698,0.6526717557251909
Base_MLP,"(50,)",relu,sgd,0.0001,0.001,constant,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,1.0,0.7332695984703633,0.7175572519083969
Base_MLP,"(50,)",relu,sgd,0.0001,0.001,constant,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.6,0.7045889101338432,0.683206106870229
Base_MLP,"(50,)",relu,sgd,0.0001,0.001,constant,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.8,0.6959847036328872,0.6793893129770993
Base_MLP,"(50,)",relu,sgd,0.0001,0.001,constant,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,0.7380497131931166,0.7213740458015268
Base_MLP,"(50,)",relu,sgd,0.0001,0.001,constant,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.6,0.6912045889101338,0.6603053435114504
Base_MLP,"(50,)",relu,sgd,0.0001,0.001,constant,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.8,0.7045889101338432,0.6641221374045801
Base_MLP,"(50,)",relu,sgd,0.0001,0.001,constant,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,1.0,0.7409177820267686,0.7137404580152672
Base_MLP,"(50,)",relu,sgd,0.0001,0.001,adaptive,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.6,0.6940726577437859,0.6755725190839694
Base_MLP,"(50,)",relu,sgd,0.0001,0.001,adaptive,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.8,0.6845124282982792,0.6679389312977099
Base_MLP,"(50,)",relu,sgd,0.0001,0.001,adaptive,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,1.0,0.7466539196940727,0.7290076335877863
Base_MLP,"(50,)",relu,sgd,0.0001,0.001,adaptive,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.6,0.7103250478011472,0.683206106870229
Base_MLP,"(50,)",relu,sgd,0.0001,0.001,adaptive,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.8,0.7151051625239006,0.6908396946564885
Base_MLP,"(50,)",relu,sgd,0.0001,0.001,adaptive,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,0.7504780114722753,0.7442748091603053
Base_MLP,"(50,)",relu,sgd,0.0001,0.001,adaptive,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.6,0.7017208413001912,0.6717557251908397
Base_MLP,"(50,)",relu,sgd,0.0001,0.001,adaptive,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.8,0.719885277246654,0.6717557251908397
Base_MLP,"(50,)",relu,sgd,0.0001,0.001,adaptive,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,1.0,0.7495219885277247,0.7366412213740458
Base_MLP,"(50,)",relu,sgd,0.0001,0.01,constant,N/A,N/A,0.8212237093690249,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.6,0.8183556405353728,0.7824427480916031
Base_MLP,"(50,)",relu,sgd,0.0001,0.01,constant,N/A,N/A,0.8212237093690249,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.8,0.8059273422562141,0.7748091603053435
Base_MLP,"(50,)",relu,sgd,0.0001,0.01,constant,N/A,N/A,0.8212237093690249,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,1.0,0.8279158699808795,0.8129770992366412
Base_MLP,"(50,)",relu,sgd,0.0001,0.01,constant,N/A,N/A,0.8212237093690249,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.6,0.8193116634799236,0.8015267175572519
Base_MLP,"(50,)",relu,sgd,0.0001,0.01,constant,N/A,N/A,0.8212237093690249,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.8,0.8240917782026769,0.816793893129771
Base_MLP,"(50,)",relu,sgd,0.0001,0.01,constant,N/A,N/A,0.8212237093690249,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,0.8336520076481836,0.8244274809160306
Base_MLP,"(50,)",relu,sgd,0.0001,0.01,constant,N/A,N/A,0.8212237093690249,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.6,0.8154875717017208,0.8053435114503816
Base_MLP,"(50,)",relu,sgd,0.0001,0.01,constant,N/A,N/A,0.8212237093690249,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.8,0.8279158699808795,0.8129770992366412
Base_MLP,"(50,)",relu,sgd,0.0001,0.01,constant,N/A,N/A,0.8212237093690249,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,1.0,0.8365200764818356,0.8320610687022901
Base_MLP,"(50,)",relu,sgd,0.0001,0.01,adaptive,N/A,N/A,0.8212237093690249,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.6,0.8279158699808795,0.8015267175572519
Base_MLP,"(50,)",relu,sgd,0.0001,0.01,adaptive,N/A,N/A,0.8212237093690249,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.8,0.8173996175908221,0.7900763358778626
Base_MLP,"(50,)",relu,sgd,0.0001,0.01,adaptive,N/A,N/A,0.8212237093690249,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,1.0,0.8393881453154876,0.8244274809160306
Base_MLP,"(50,)",relu,sgd,0.0001,0.01,adaptive,N/A,N/A,0.8212237093690249,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.6,0.8288718929254302,0.8129770992366412
Base_MLP,"(50,)",relu,sgd,0.0001,0.01,adaptive,N/A,N/A,0.8212237093690249,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.8,0.8326959847036329,0.8244274809160306
Base_MLP,"(50,)",relu,sgd,0.0001,0.01,adaptive,N/A,N/A,0.8212237093690249,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,0.8413001912045889,0.8435114503816794
Base_MLP,"(50,)",relu,sgd,0.0001,0.01,adaptive,N/A,N/A,0.8212237093690249,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.6,0.8250478011472275,0.8091603053435115
Base_MLP,"(50,)",relu,sgd,0.0001,0.01,adaptive,N/A,N/A,0.8212237093690249,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.8,0.8365200764818356,0.8282442748091603
Base_MLP,"(50,)",relu,sgd,0.0001,0.01,adaptive,N/A,N/A,0.8212237093690249,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,1.0,0.8422562141491395,0.8396946564885496
Base_MLP,"(50,)",relu,sgd,0.0001,0.1,constant,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.6,0.739961759082218,0.6984732824427481
Base_MLP,"(50,)",relu,sgd,0.0001,0.1,constant,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.8,0.7036328871892925,0.6908396946564885
Base_MLP,"(50,)",relu,sgd,0.0001,0.1,constant,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,1.0,0.748565965583174,0.6908396946564885
Base_MLP,"(50,)",relu,sgd,0.0001,0.1,constant,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.6,0.7284894837476099,0.6946564885496184
Base_MLP,"(50,)",relu,sgd,0.0001,0.1,constant,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.8,0.7323135755258127,0.7175572519083969
Base_MLP,"(50,)",relu,sgd,0.0001,0.1,constant,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,0.751434034416826,0.7061068702290076
Base_MLP,"(50,)",relu,sgd,0.0001,0.1,constant,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.6,0.7323135755258127,0.6908396946564885
Base_MLP,"(50,)",relu,sgd,0.0001,0.1,constant,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.8,0.7265774378585086,0.7213740458015268
Base_MLP,"(50,)",relu,sgd,0.0001,0.1,constant,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,1.0,0.7437858508604207,0.7022900763358778
Base_MLP,"(50,)",relu,sgd,0.0001,0.1,adaptive,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.6,0.8087954110898662,0.8053435114503816
Base_MLP,"(50,)",relu,sgd,0.0001,0.1,adaptive,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.8,0.8240917782026769,0.816793893129771
Base_MLP,"(50,)",relu,sgd,0.0001,0.1,adaptive,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,1.0,0.748565965583174,0.6908396946564885
Base_MLP,"(50,)",relu,sgd,0.0001,0.1,adaptive,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.6,0.8107074569789675,0.816793893129771
Base_MLP,"(50,)",relu,sgd,0.0001,0.1,adaptive,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.8,0.8001912045889101,0.7938931297709924
Base_MLP,"(50,)",relu,sgd,0.0001,0.1,adaptive,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,0.7609942638623327,0.7251908396946565
Base_MLP,"(50,)",relu,sgd,0.0001,0.1,adaptive,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.6,0.8001912045889101,0.8015267175572519
Base_MLP,"(50,)",relu,sgd,0.0001,0.1,adaptive,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.8,0.7944550669216062,0.7862595419847328
Base_MLP,"(50,)",relu,sgd,0.0001,0.1,adaptive,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,1.0,0.7495219885277247,0.7022900763358778
Base_MLP,"(50,)",relu,sgd,0.001,0.001,constant,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.6,0.6759082217973231,0.6641221374045801
Base_MLP,"(50,)",relu,sgd,0.001,0.001,constant,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.8,0.6711281070745698,0.6526717557251909
Base_MLP,"(50,)",relu,sgd,0.001,0.001,constant,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,1.0,0.7332695984703633,0.7175572519083969
Base_MLP,"(50,)",relu,sgd,0.001,0.001,constant,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.6,0.7045889101338432,0.683206106870229
Base_MLP,"(50,)",relu,sgd,0.001,0.001,constant,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.8,0.6959847036328872,0.6793893129770993
Base_MLP,"(50,)",relu,sgd,0.001,0.001,constant,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,0.7380497131931166,0.7213740458015268
Base_MLP,"(50,)",relu,sgd,0.001,0.001,constant,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.6,0.6912045889101338,0.6603053435114504
Base_MLP,"(50,)",relu,sgd,0.001,0.001,constant,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.8,0.7045889101338432,0.6641221374045801
Base_MLP,"(50,)",relu,sgd,0.001,0.001,constant,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,1.0,0.7409177820267686,0.7137404580152672
Base_MLP,"(50,)",relu,sgd,0.001,0.001,adaptive,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.6,0.6940726577437859,0.6755725190839694
Base_MLP,"(50,)",relu,sgd,0.001,0.001,adaptive,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.8,0.6845124282982792,0.6679389312977099
Base_MLP,"(50,)",relu,sgd,0.001,0.001,adaptive,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,1.0,0.7466539196940727,0.7290076335877863
Base_MLP,"(50,)",relu,sgd,0.001,0.001,adaptive,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.6,0.7103250478011472,0.683206106870229
Base_MLP,"(50,)",relu,sgd,0.001,0.001,adaptive,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.8,0.7151051625239006,0.6908396946564885
Base_MLP,"(50,)",relu,sgd,0.001,0.001,adaptive,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,0.7504780114722753,0.7442748091603053
Base_MLP,"(50,)",relu,sgd,0.001,0.001,adaptive,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.6,0.7017208413001912,0.6717557251908397
Base_MLP,"(50,)",relu,sgd,0.001,0.001,adaptive,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.8,0.719885277246654,0.6717557251908397
Base_MLP,"(50,)",relu,sgd,0.001,0.001,adaptive,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,1.0,0.7495219885277247,0.7366412213740458
Base_MLP,"(50,)",relu,sgd,0.001,0.01,constant,N/A,N/A,0.8202676864244742,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.6,0.8193116634799236,0.7824427480916031
Base_MLP,"(50,)",relu,sgd,0.001,0.01,constant,N/A,N/A,0.8202676864244742,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.8,0.8059273422562141,0.7748091603053435
Base_MLP,"(50,)",relu,sgd,0.001,0.01,constant,N/A,N/A,0.8202676864244742,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,1.0,0.8307839388145315,0.816793893129771
Base_MLP,"(50,)",relu,sgd,0.001,0.01,constant,N/A,N/A,0.8202676864244742,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.6,0.8145315487571702,0.7977099236641222
Base_MLP,"(50,)",relu,sgd,0.001,0.01,constant,N/A,N/A,0.8202676864244742,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.8,0.8240917782026769,0.816793893129771
Base_MLP,"(50,)",relu,sgd,0.001,0.01,constant,N/A,N/A,0.8202676864244742,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,0.8346080305927343,0.8282442748091603
Base_MLP,"(50,)",relu,sgd,0.001,0.01,constant,N/A,N/A,0.8202676864244742,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.6,0.8126195028680688,0.8015267175572519
Base_MLP,"(50,)",relu,sgd,0.001,0.01,constant,N/A,N/A,0.8202676864244742,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.8,0.8279158699808795,0.8129770992366412
Base_MLP,"(50,)",relu,sgd,0.001,0.01,constant,N/A,N/A,0.8202676864244742,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,1.0,0.8336520076481836,0.8282442748091603
Base_MLP,"(50,)",relu,sgd,0.001,0.01,adaptive,N/A,N/A,0.8202676864244742,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.6,0.8288718929254302,0.8053435114503816
Base_MLP,"(50,)",relu,sgd,0.001,0.01,adaptive,N/A,N/A,0.8202676864244742,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.8,0.8145315487571702,0.8053435114503816
Base_MLP,"(50,)",relu,sgd,0.001,0.01,adaptive,N/A,N/A,0.8202676864244742,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,1.0,0.8451242829827916,0.8282442748091603
Base_MLP,"(50,)",relu,sgd,0.001,0.01,adaptive,N/A,N/A,0.8202676864244742,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.6,0.8260038240917782,0.8129770992366412
Base_MLP,"(50,)",relu,sgd,0.001,0.01,adaptive,N/A,N/A,0.8202676864244742,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.8,0.8336520076481836,0.8282442748091603
Base_MLP,"(50,)",relu,sgd,0.001,0.01,adaptive,N/A,N/A,0.8202676864244742,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,0.8460803059273423,0.8435114503816794
Base_MLP,"(50,)",relu,sgd,0.001,0.01,adaptive,N/A,N/A,0.8202676864244742,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.6,0.8221797323135756,0.8053435114503816
Base_MLP,"(50,)",relu,sgd,0.001,0.01,adaptive,N/A,N/A,0.8202676864244742,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.8,0.8365200764818356,0.8282442748091603
Base_MLP,"(50,)",relu,sgd,0.001,0.01,adaptive,N/A,N/A,0.8202676864244742,0.7900763358778626
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,1.0,0.8422562141491395,0.8396946564885496
Base_MLP,"(50,)",relu,sgd,0.001,0.1,constant,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.6,0.768642447418738,0.7404580152671756
Base_MLP,"(50,)",relu,sgd,0.001,0.1,constant,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.8,0.7380497131931166,0.7061068702290076
Base_MLP,"(50,)",relu,sgd,0.001,0.1,constant,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,1.0,0.7523900573613767,0.7366412213740458
Base_MLP,"(50,)",relu,sgd,0.001,0.1,constant,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.6,0.7504780114722753,0.7404580152671756
Base_MLP,"(50,)",relu,sgd,0.001,0.1,constant,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.8,0.7409177820267686,0.6984732824427481
Base_MLP,"(50,)",relu,sgd,0.001,0.1,constant,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,0.7495219885277247,0.7442748091603053
Base_MLP,"(50,)",relu,sgd,0.001,0.1,constant,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.6,0.7380497131931166,0.7175572519083969
Base_MLP,"(50,)",relu,sgd,0.001,0.1,constant,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.8,0.748565965583174,0.7290076335877863
Base_MLP,"(50,)",relu,sgd,0.001,0.1,constant,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,1.0,0.734225621414914,0.7290076335877863
Base_MLP,"(50,)",relu,sgd,0.001,0.1,adaptive,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.6,0.8059273422562141,0.8015267175572519
Base_MLP,"(50,)",relu,sgd,0.001,0.1,adaptive,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.8,0.751434034416826,0.7366412213740458
Base_MLP,"(50,)",relu,sgd,0.001,0.1,adaptive,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,1.0,0.7906309751434034,0.7824427480916031
Base_MLP,"(50,)",relu,sgd,0.001,0.1,adaptive,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.6,0.8078393881453155,0.8015267175572519
Base_MLP,"(50,)",relu,sgd,0.001,0.1,adaptive,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.8,0.748565965583174,0.7251908396946565
Base_MLP,"(50,)",relu,sgd,0.001,0.1,adaptive,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,0.8068833652007649,0.7900763358778626
Base_MLP,"(50,)",relu,sgd,0.001,0.1,adaptive,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.6,0.8021032504780115,0.7786259541984732
Base_MLP,"(50,)",relu,sgd,0.001,0.1,adaptive,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.8,0.7609942638623327,0.732824427480916
Base_MLP,"(50,)",relu,sgd,0.001,0.1,adaptive,N/A,N/A,0.6673040152963671,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,1.0,0.8049713193116634,0.7938931297709924
Base_MLP,"(50,)",relu,sgd,0.01,0.001,constant,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.6,0.6759082217973231,0.6641221374045801
Base_MLP,"(50,)",relu,sgd,0.01,0.001,constant,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.8,0.6711281070745698,0.6526717557251909
Base_MLP,"(50,)",relu,sgd,0.01,0.001,constant,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,1.0,0.7332695984703633,0.7175572519083969
Base_MLP,"(50,)",relu,sgd,0.01,0.001,constant,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.6,0.7045889101338432,0.683206106870229
Base_MLP,"(50,)",relu,sgd,0.01,0.001,constant,N/A,N/A,0.7055449330783938,0.6717557251908397
